"","hAstro","U3028"
"chr15:40381225-40385737_chr15:40761436-40773064",0,1
"chr15:40381225-40385737_chr15:40805536-40810783",0,1
"chr15:40381225-40385737_chr15:41415031-41420506",0,1
"chr15:40404012-40409141_chr15:40434248-40446899",1,1
"chr15:40404012-40409141_chr15:40465228-40480467",0,1
"chr15:40404012-40409141_chr15:40506103-40513521",0,1
"chr15:40404012-40409141_chr15:40562025-40567033",1,1
"chr15:40404012-40409141_chr15:40567556-40571903",1,1
"chr15:40404012-40409141_chr15:40581304-40585464",0,1
"chr15:40404012-40409141_chr15:40592839-40597652",0,1
"chr15:40404012-40409141_chr15:40692542-40698502",0,1
"chr15:40404012-40409141_chr15:40751498-40756900",0,1
"chr15:40404012-40409141_chr15:40805536-40810783",0,1
"chr15:40404012-40409141_chr15:40842810-40846464",0,1
"chr15:40404012-40409141_chr15:40871298-40875978",0,1
"chr15:40404012-40409141_chr15:40939949-40946446",0,1
"chr15:40404012-40409141_chr15:41329796-41339270",0,1
"chr15:40434248-40446899_chr15:40465228-40480467",1,1
"chr15:40434248-40446899_chr15:40506103-40513521",1,1
"chr15:40434248-40446899_chr15:40551371-40554571",0,1
"chr15:40434248-40446899_chr15:40562025-40567033",0,1
"chr15:40434248-40446899_chr15:40567556-40571903",1,1
"chr15:40434248-40446899_chr15:40581304-40585464",0,1
"chr15:40434248-40446899_chr15:40588888-40592006",0,1
"chr15:40434248-40446899_chr15:40592839-40597652",1,1
"chr15:40434248-40446899_chr15:40623130-40625216",0,1
"chr15:40434248-40446899_chr15:40692542-40698502",1,1
"chr15:40434248-40446899_chr15:40751498-40756900",0,1
"chr15:40434248-40446899_chr15:40761436-40773064",0,1
"chr15:40434248-40446899_chr15:40805536-40810783",0,1
"chr15:40434248-40446899_chr15:40871298-40875978",1,0
"chr15:40434248-40446899_chr15:40892696-40897589",1,1
"chr15:40434248-40446899_chr15:40923331-40935672",0,1
"chr15:40434248-40446899_chr15:40939949-40946446",0,1
"chr15:40434248-40446899_chr15:40951727-40956792",0,1
"chr15:40434248-40446899_chr15:41113692-41118348",0,1
"chr15:40434248-40446899_chr15:41329796-41339270",1,1
"chr15:40434248-40446899_chr15:41603087-41605412",0,1
"chr15:40465228-40480467_chr15:40562025-40567033",1,1
"chr15:40465228-40480467_chr15:40592839-40597652",0,1
"chr15:40465228-40480467_chr15:40692542-40698502",0,1
"chr15:40465228-40480467_chr15:40751498-40756900",1,0
"chr15:40465228-40480467_chr15:40805536-40810783",0,1
"chr15:40465228-40480467_chr15:40892696-40897589",0,1
"chr15:40465228-40480467_chr15:40923331-40935672",1,1
"chr15:40465228-40480467_chr15:41490750-41498063",0,1
"chr15:40506103-40513521_chr15:40562025-40567033",0,1
"chr15:40506103-40513521_chr15:40567556-40571903",0,1
"chr15:40506103-40513521_chr15:40592839-40597652",0,1
"chr15:40506103-40513521_chr15:40692542-40698502",0,1
"chr15:40506103-40513521_chr15:40751498-40756900",1,0
"chr15:40506103-40513521_chr15:40761436-40773064",1,0
"chr15:40506103-40513521_chr15:40805536-40810783",0,1
"chr15:40506103-40513521_chr15:40892696-40897589",0,1
"chr15:40506103-40513521_chr15:40951727-40956792",0,1
"chr15:40551371-40554571_chr15:40805536-40810783",0,1
"chr15:40562025-40567033_chr15:40567556-40571903",0,1
"chr15:40562025-40567033_chr15:40581304-40585464",0,1
"chr15:40562025-40567033_chr15:40588888-40592006",0,1
"chr15:40562025-40567033_chr15:40592839-40597652",1,1
"chr15:40562025-40567033_chr15:40692542-40698502",0,1
"chr15:40562025-40567033_chr15:40751498-40756900",0,1
"chr15:40562025-40567033_chr15:40761436-40773064",0,1
"chr15:40562025-40567033_chr15:40805536-40810783",1,1
"chr15:40562025-40567033_chr15:40842810-40846464",1,1
"chr15:40562025-40567033_chr15:40871298-40875978",0,1
"chr15:40562025-40567033_chr15:40892696-40897589",0,1
"chr15:40562025-40567033_chr15:40904912-40908555",0,1
"chr15:40562025-40567033_chr15:40923331-40935672",1,1
"chr15:40562025-40567033_chr15:40951727-40956792",0,1
"chr15:40562025-40567033_chr15:41113692-41118348",0,1
"chr15:40562025-40567033_chr15:41329796-41339270",0,1
"chr15:40562025-40567033_chr15:41398114-41404314",0,1
"chr15:40562025-40567033_chr15:41415031-41420506",1,1
"chr15:40562025-40567033_chr15:41490750-41498063",1,0
"chr15:40567556-40571903_chr15:40581304-40585464",0,1
"chr15:40567556-40571903_chr15:40588888-40592006",0,1
"chr15:40567556-40571903_chr15:40592839-40597652",1,1
"chr15:40567556-40571903_chr15:40692542-40698502",1,1
"chr15:40567556-40571903_chr15:40751498-40756900",1,1
"chr15:40567556-40571903_chr15:40761436-40773064",1,1
"chr15:40567556-40571903_chr15:40805536-40810783",0,1
"chr15:40567556-40571903_chr15:40842810-40846464",0,1
"chr15:40567556-40571903_chr15:40892696-40897589",0,1
"chr15:40567556-40571903_chr15:40904912-40908555",0,1
"chr15:40567556-40571903_chr15:40939949-40946446",0,1
"chr15:40567556-40571903_chr15:41059869-41064098",1,1
"chr15:40567556-40571903_chr15:41329796-41339270",0,1
"chr15:40567556-40571903_chr15:41583320-41586742",0,1
"chr15:40567556-40571903_chr15:41966913-41976035",0,1
"chr15:40581304-40585464_chr15:40588888-40592006",0,1
"chr15:40581304-40585464_chr15:40592839-40597652",0,1
"chr15:40581304-40585464_chr15:40692542-40698502",0,1
"chr15:40581304-40585464_chr15:40751498-40756900",0,1
"chr15:40581304-40585464_chr15:40892696-40897589",0,1
"chr15:40588888-40592006_chr15:40692542-40698502",0,1
"chr15:40588888-40592006_chr15:40751498-40756900",0,1
"chr15:40588888-40592006_chr15:40761436-40773064",0,1
"chr15:40588888-40592006_chr15:40805536-40810783",0,1
"chr15:40588888-40592006_chr15:40892696-40897589",0,1
"chr15:40592839-40597652_chr15:40692542-40698502",0,1
"chr15:40592839-40597652_chr15:40751498-40756900",0,1
"chr15:40592839-40597652_chr15:40761436-40773064",0,1
"chr15:40592839-40597652_chr15:40805536-40810783",0,1
"chr15:40592839-40597652_chr15:40842810-40846464",0,1
"chr15:40592839-40597652_chr15:40871298-40875978",0,1
"chr15:40592839-40597652_chr15:40892696-40897589",0,1
"chr15:40592839-40597652_chr15:40904912-40908555",0,1
"chr15:40592839-40597652_chr15:40923331-40935672",0,1
"chr15:40592839-40597652_chr15:40951727-40956792",0,1
"chr15:40592839-40597652_chr15:41059869-41064098",0,1
"chr15:40592839-40597652_chr15:41282558-41287815",1,0
"chr15:40592839-40597652_chr15:41329796-41339270",0,1
"chr15:40592839-40597652_chr15:42546129-42552683",0,1
"chr15:40692542-40698502_chr15:40751498-40756900",1,1
"chr15:40692542-40698502_chr15:40761436-40773064",1,1
"chr15:40692542-40698502_chr15:40805536-40810783",1,1
"chr15:40692542-40698502_chr15:40871298-40875978",0,1
"chr15:40692542-40698502_chr15:40892696-40897589",1,1
"chr15:40692542-40698502_chr15:40904912-40908555",0,1
"chr15:40692542-40698502_chr15:40951727-40956792",1,1
"chr15:40751498-40756900_chr15:40761436-40773064",1,1
"chr15:40751498-40756900_chr15:40805536-40810783",0,1
"chr15:40751498-40756900_chr15:40842810-40846464",0,1
"chr15:40751498-40756900_chr15:40871298-40875978",0,1
"chr15:40751498-40756900_chr15:40892696-40897589",0,1
"chr15:40751498-40756900_chr15:40904912-40908555",1,1
"chr15:40751498-40756900_chr15:40923331-40935672",1,0
"chr15:40751498-40756900_chr15:40951727-40956792",0,1
"chr15:40751498-40756900_chr15:41282558-41287815",1,1
"chr15:40751498-40756900_chr15:41329796-41339270",0,1
"chr15:40751498-40756900_chr15:41398114-41404314",0,1
"chr15:40751498-40756900_chr15:42269413-42277625",0,1
"chr15:40751498-40756900_chr15:42546129-42552683",0,1
"chr15:40761436-40773064_chr15:40805536-40810783",1,1
"chr15:40761436-40773064_chr15:40842810-40846464",0,1
"chr15:40761436-40773064_chr15:40871298-40875978",0,1
"chr15:40761436-40773064_chr15:40892696-40897589",0,1
"chr15:40761436-40773064_chr15:40904912-40908555",0,1
"chr15:40761436-40773064_chr15:40923331-40935672",0,1
"chr15:40761436-40773064_chr15:40951727-40956792",0,1
"chr15:40761436-40773064_chr15:41113692-41118348",0,1
"chr15:40805536-40810783_chr15:40842810-40846464",1,1
"chr15:40805536-40810783_chr15:40871298-40875978",0,1
"chr15:40805536-40810783_chr15:40892696-40897589",1,1
"chr15:40805536-40810783_chr15:40904912-40908555",0,1
"chr15:40805536-40810783_chr15:40923331-40935672",0,1
"chr15:40805536-40810783_chr15:40951727-40956792",1,1
"chr15:40805536-40810783_chr15:41113692-41118348",0,1
"chr15:40805536-40810783_chr15:41329796-41339270",0,1
"chr15:40805536-40810783_chr15:41966913-41976035",0,1
"chr15:40842810-40846464_chr15:40871298-40875978",1,1
"chr15:40842810-40846464_chr15:40892696-40897589",1,1
"chr15:40871298-40875978_chr15:40892696-40897589",0,1
"chr15:40871298-40875978_chr15:40923331-40935672",0,1
"chr15:40871298-40875978_chr15:41113692-41118348",0,1
"chr15:40871298-40875978_chr15:41229462-41233747",0,1
"chr15:40871298-40875978_chr15:41282558-41287815",0,1
"chr15:40871298-40875978_chr15:41329796-41339270",1,1
"chr15:40892696-40897589_chr15:40904912-40908555",1,1
"chr15:40892696-40897589_chr15:40923331-40935672",1,1
"chr15:40892696-40897589_chr15:40951727-40956792",1,1
"chr15:40892696-40897589_chr15:41059869-41064098",0,1
"chr15:40892696-40897589_chr15:41113692-41118348",0,1
"chr15:40892696-40897589_chr15:41229462-41233747",0,1
"chr15:40892696-40897589_chr15:41282558-41287815",0,1
"chr15:40892696-40897589_chr15:41329796-41339270",1,1
"chr15:40892696-40897589_chr15:41415031-41420506",0,1
"chr15:40892696-40897589_chr15:41541838-41547128",0,1
"chr15:40892696-40897589_chr15:41619874-41623742",0,1
"chr15:40892696-40897589_chr15:41822644-41831160",0,1
"chr15:40904912-40908555_chr15:40923331-40935672",1,1
"chr15:40904912-40908555_chr15:40939949-40946446",1,1
"chr15:40904912-40908555_chr15:40951727-40956792",0,1
"chr15:40904912-40908555_chr15:41059869-41064098",1,0
"chr15:40904912-40908555_chr15:41113692-41118348",0,1
"chr15:40904912-40908555_chr15:41229462-41233747",0,1
"chr15:40904912-40908555_chr15:41282558-41287815",1,1
"chr15:40904912-40908555_chr15:41329796-41339270",0,1
"chr15:40923331-40935672_chr15:40939949-40946446",0,1
"chr15:40923331-40935672_chr15:40951727-40956792",1,1
"chr15:40923331-40935672_chr15:41113692-41118348",0,1
"chr15:40923331-40935672_chr15:41229462-41233747",1,1
"chr15:40923331-40935672_chr15:41282558-41287815",0,1
"chr15:40923331-40935672_chr15:41329796-41339270",0,1
"chr15:40923331-40935672_chr15:41490750-41498063",0,1
"chr15:40923331-40935672_chr15:41619874-41623742",0,1
"chr15:40939949-40946446_chr15:40951727-40956792",1,1
"chr15:40939949-40946446_chr15:41059869-41064098",1,0
"chr15:40939949-40946446_chr15:41113692-41118348",0,1
"chr15:40939949-40946446_chr15:41229462-41233747",0,1
"chr15:40939949-40946446_chr15:41329796-41339270",1,1
"chr15:40951727-40956792_chr15:41059869-41064098",0,1
"chr15:40951727-40956792_chr15:41113692-41118348",1,1
"chr15:40951727-40956792_chr15:41229462-41233747",1,1
"chr15:40951727-40956792_chr15:41282558-41287815",1,0
"chr15:40951727-40956792_chr15:41329796-41339270",0,1
"chr15:40951727-40956792_chr15:41772613-41781179",0,1
"chr15:40951727-40956792_chr15:41822644-41831160",0,1
"chr15:40951727-40956792_chr15:42454957-42459386",0,1
"chr15:40951727-40956792_chr15:42488177-42492588",0,1
"chr15:41113692-41118348_chr15:41229462-41233747",0,1
"chr15:41113692-41118348_chr15:41329796-41339270",0,1
"chr15:41113692-41118348_chr15:41415031-41420506",0,1
"chr15:41113692-41118348_chr15:41556647-41563109",0,1
"chr15:41113692-41118348_chr15:41619874-41623742",0,1
"chr15:41113692-41118348_chr15:41772613-41781179",0,1
"chr15:41229462-41233747_chr15:41282558-41287815",0,1
"chr15:41229462-41233747_chr15:41329796-41339270",0,1
"chr15:41229462-41233747_chr15:41398114-41404314",1,0
"chr15:41229462-41233747_chr15:41415031-41420506",0,1
"chr15:41229462-41233747_chr15:41490750-41498063",1,0
"chr15:41229462-41233747_chr15:41556647-41563109",0,1
"chr15:41229462-41233747_chr15:41619874-41623742",0,1
"chr15:41229462-41233747_chr15:41659016-41663709",0,1
"chr15:41229462-41233747_chr15:41966913-41976035",0,1
"chr15:41229462-41233747_chr15:42494070-42497640",0,1
"chr15:41282558-41287815_chr15:41329796-41339270",1,1
"chr15:41282558-41287815_chr15:41415031-41420506",0,1
"chr15:41282558-41287815_chr15:41541838-41547128",0,1
"chr15:41282558-41287815_chr15:41556647-41563109",0,1
"chr15:41282558-41287815_chr15:41619874-41623742",0,1
"chr15:41282558-41287815_chr15:41772613-41781179",0,1
"chr15:41329796-41339270_chr15:41398114-41404314",0,1
"chr15:41329796-41339270_chr15:41415031-41420506",1,1
"chr15:41329796-41339270_chr15:41490750-41498063",0,1
"chr15:41329796-41339270_chr15:41510365-41515380",0,1
"chr15:41329796-41339270_chr15:41541838-41547128",0,1
"chr15:41329796-41339270_chr15:41603087-41605412",0,1
"chr15:41329796-41339270_chr15:41619874-41623742",0,1
"chr15:41329796-41339270_chr15:41659016-41663709",0,1
"chr15:41329796-41339270_chr15:41772613-41781179",0,1
"chr15:41329796-41339270_chr15:41822644-41831160",0,1
"chr15:41329796-41339270_chr15:41966913-41976035",0,1
"chr15:41329796-41339270_chr15:42269413-42277625",0,1
"chr15:41329796-41339270_chr15:42494070-42497640",0,1
"chr15:41329796-41339270_chr15:42546129-42552683",0,1
"chr15:41398114-41404314_chr15:41415031-41420506",1,1
"chr15:41398114-41404314_chr15:41490750-41498063",0,1
"chr15:41398114-41404314_chr15:41510365-41515380",0,1
"chr15:41398114-41404314_chr15:41619874-41623742",0,1
"chr15:41398114-41404314_chr15:41966913-41976035",0,1
"chr15:41415031-41420506_chr15:41490750-41498063",1,1
"chr15:41415031-41420506_chr15:41510365-41515380",0,1
"chr15:41415031-41420506_chr15:41541838-41547128",0,1
"chr15:41415031-41420506_chr15:41603087-41605412",0,1
"chr15:41415031-41420506_chr15:41619874-41623742",0,1
"chr15:41415031-41420506_chr15:41659016-41663709",0,1
"chr15:41415031-41420506_chr15:41772613-41781179",1,0
"chr15:41415031-41420506_chr15:41822644-41831160",0,1
"chr15:41415031-41420506_chr15:41966913-41976035",1,0
"chr15:41415031-41420506_chr15:42206028-42210488",0,1
"chr15:41415031-41420506_chr15:42494070-42497640",0,1
"chr15:41415031-41420506_chr15:42733380-42738648",0,1
"chr15:41415031-41420506_chr15:42917097-42922955",0,1
"chr15:41490750-41498063_chr15:41510365-41515380",1,1
"chr15:41490750-41498063_chr15:41541838-41547128",0,1
"chr15:41490750-41498063_chr15:41556647-41563109",1,1
"chr15:41490750-41498063_chr15:41619874-41623742",0,1
"chr15:41490750-41498063_chr15:41659016-41663709",1,1
"chr15:41490750-41498063_chr15:41772613-41781179",1,1
"chr15:41490750-41498063_chr15:41822644-41831160",0,1
"chr15:41490750-41498063_chr15:41881066-41884010",0,1
"chr15:41490750-41498063_chr15:41966913-41976035",0,1
"chr15:41490750-41498063_chr15:42269413-42277625",0,1
"chr15:41490750-41498063_chr15:43131957-43136469",1,0
"chr15:41510365-41515380_chr15:41541838-41547128",1,1
"chr15:41510365-41515380_chr15:41659016-41663709",0,1
"chr15:41510365-41515380_chr15:41772613-41781179",1,1
"chr15:41510365-41515380_chr15:41966913-41976035",1,0
"chr15:41510365-41515380_chr15:42206028-42210488",0,1
"chr15:41510365-41515380_chr15:42546129-42552683",0,1
"chr15:41541838-41547128_chr15:41556647-41563109",1,1
"chr15:41541838-41547128_chr15:41659016-41663709",0,1
"chr15:41541838-41547128_chr15:41772613-41781179",1,1
"chr15:41541838-41547128_chr15:41822644-41831160",1,0
"chr15:41541838-41547128_chr15:41966913-41976035",0,1
"chr15:41541838-41547128_chr15:42269413-42277625",0,1
"chr15:41556647-41563109_chr15:41583320-41586742",0,1
"chr15:41556647-41563109_chr15:41603087-41605412",0,1
"chr15:41556647-41563109_chr15:41619874-41623742",1,1
"chr15:41556647-41563109_chr15:41659016-41663709",1,1
"chr15:41556647-41563109_chr15:41772613-41781179",1,0
"chr15:41556647-41563109_chr15:41822644-41831160",0,1
"chr15:41556647-41563109_chr15:41966913-41976035",0,1
"chr15:41556647-41563109_chr15:42917097-42922955",0,1
"chr15:41583320-41586742_chr15:41659016-41663709",0,1
"chr15:41583320-41586742_chr15:41772613-41781179",0,1
"chr15:41583320-41586742_chr15:41822644-41831160",0,1
"chr15:41603087-41605412_chr15:41659016-41663709",0,1
"chr15:41603087-41605412_chr15:41822644-41831160",0,1
"chr15:41619874-41623742_chr15:41659016-41663709",1,1
"chr15:41619874-41623742_chr15:41772613-41781179",0,1
"chr15:41619874-41623742_chr15:41822644-41831160",0,1
"chr15:41619874-41623742_chr15:41966913-41976035",1,0
"chr15:41619874-41623742_chr15:42269413-42277625",0,1
"chr15:41659016-41663709_chr15:41772613-41781179",1,1
"chr15:41659016-41663709_chr15:41822644-41831160",1,1
"chr15:41659016-41663709_chr15:42206028-42210488",1,0
"chr15:41659016-41663709_chr15:42494070-42497640",0,1
"chr15:41659016-41663709_chr15:43131957-43136469",1,0
"chr15:41772613-41781179_chr15:41822644-41831160",1,1
"chr15:41772613-41781179_chr15:41966913-41976035",0,1
"chr15:41772613-41781179_chr15:42105631-42108917",0,1
"chr15:41772613-41781179_chr15:42494070-42497640",0,1
"chr15:41772613-41781179_chr15:42546129-42552683",0,1
"chr15:41772613-41781179_chr15:42917097-42922955",0,1
"chr15:41772613-41781179_chr15:43131957-43136469",0,1
"chr15:41772613-41781179_chr15:43513237-43521224",0,1
"chr15:41822644-41831160_chr15:42055915-42058359",0,1
"chr15:41822644-41831160_chr15:42733380-42738648",0,1
"chr15:41869372-41875150_chr15:42018419-42026166",1,0
"chr15:41939782-41945934_chr15:41966913-41976035",0,1
"chr15:41966913-41976035_chr15:42055915-42058359",0,1
"chr15:41966913-41976035_chr15:42105631-42108917",0,1
"chr15:41966913-41976035_chr15:42454957-42459386",0,1
"chr15:41966913-41976035_chr15:42488177-42492588",0,1
"chr15:41966913-41976035_chr15:42494070-42497640",0,1
"chr15:41966913-41976035_chr15:42546129-42552683",0,1
"chr15:41966913-41976035_chr15:43103505-43108063",0,1
"chr15:41966913-41976035_chr15:43327114-43333335",0,1
"chr15:42055915-42058359_chr15:42206028-42210488",0,1
"chr15:42105631-42108917_chr15:42206028-42210488",0,1
"chr15:42105631-42108917_chr15:42494070-42497640",0,1
"chr15:42105631-42108917_chr15:43131957-43136469",0,1
"chr15:42105631-42108917_chr15:43327114-43333335",0,1
"chr15:42206028-42210488_chr15:42269413-42277625",0,1
"chr15:42206028-42210488_chr15:42494070-42497640",1,1
"chr15:42206028-42210488_chr15:42546129-42552683",1,1
"chr15:42206028-42210488_chr15:42573621-42578746",0,1
"chr15:42206028-42210488_chr15:42579345-42585471",0,1
"chr15:42206028-42210488_chr15:42733380-42738648",0,1
"chr15:42206028-42210488_chr15:43103505-43108063",0,1
"chr15:42206028-42210488_chr15:43183792-43187628",0,1
"chr15:42206028-42210488_chr15:43327114-43333335",0,1
"chr15:42269413-42277625_chr15:42454957-42459386",0,1
"chr15:42269413-42277625_chr15:42488177-42492588",0,1
"chr15:42269413-42277625_chr15:42494070-42497640",0,1
"chr15:42269413-42277625_chr15:42546129-42552683",0,1
"chr15:42269413-42277625_chr15:42573621-42578746",0,1
"chr15:42269413-42277625_chr15:42579345-42585471",0,1
"chr15:42269413-42277625_chr15:42733380-42738648",0,1
"chr15:42269413-42277625_chr15:42917097-42922955",0,1
"chr15:42269413-42277625_chr15:43103505-43108063",0,1
"chr15:42269413-42277625_chr15:43131957-43136469",0,1
"chr15:42269413-42277625_chr15:43357904-43373607",0,1
"chr15:42269413-42277625_chr15:43744868-43752471",0,1
