chr.x	start.x	end.x	name	score	value	exp	color	sourceChrom	sourceStart	sourceEnd	sourceName	sourceStrand	targetChrom	targetStart	targetEnd	targetName	targetStrand
185301	chr15	34965863	34971297	Chaitali_168	27	20	common	#a0a0a0	chr15	34965863	34971297	anchor1	+	chr15	34984639	34990512	anchor2	+
185302	chr15	34965863	34971297	Chaitali_169	1	5.0892553638101	GB.specific	#e31a1c	chr15	34965863	34971297	anchor1	+	chr15	36399848	36404254	anchor2	+
185303	chr15	34984639	34990512	Chaitali_170	4	11.4982556720643	GB.specific	#e31a1c	chr15	34984639	34990512	anchor1	+	chr15	35167216	35169661	anchor2	+
185305	chr15	34984639	34990512	Chaitali_171	3	20	GB.specific	#e31a1c	chr15	34984639	34990512	anchor1	+	chr15	35543915	35549603	anchor2	+
185307	chr15	34984639	34990512	Chaitali_172	1	8.27166110548889	GB.specific	#e31a1c	chr15	34984639	34990512	anchor1	+	chr15	36782465	36787092	anchor2	+
185308	chr15	34984639	34990512	Chaitali_173	1	5.30588196947698	GB.specific	#e31a1c	chr15	34984639	34990512	anchor1	+	chr15	36879235	36890198	anchor2	+
185309	chr15	35167216	35169661	Chaitali_174	1	11.5828641176326	GB.specific	#e31a1c	chr15	35167216	35169661	anchor1	+	chr15	37089416	37112431	anchor2	+
185310	chr15	35434797	35436877	Chaitali_175	4	11.32154904355	GB.specific	#e31a1c	chr15	35434797	35436877	anchor1	+	chr15	37089416	37112431	anchor2	+
185313	chr15	35517828	35520036	Chaitali_176	3	8.1161348278065	GB.specific	#e31a1c	chr15	35517828	35520036	anchor1	+	chr15	37089416	37112431	anchor2	+
185315	chr15	35543915	35549603	Chaitali_177	2	2.88644096469392	GB.specific	#e31a1c	chr15	35543915	35549603	anchor1	+	chr15	35696924	35699881	anchor2	+
185321	chr15	35543915	35549603	Chaitali_178	1	5.11712431949355	GB.specific	#e31a1c	chr15	35543915	35549603	anchor1	+	chr15	37055145	37059294	anchor2	+
185322	chr15	35543915	35549603	Chaitali_179	1	20	GB.specific	#e31a1c	chr15	35543915	35549603	anchor1	+	chr15	37089416	37112431	anchor2	+
185324	chr15	35753995	35756639	Chaitali_180	2	5.03848399991156	GB.specific	#e31a1c	chr15	35753995	35756639	anchor1	+	chr15	37089416	37112431	anchor2	+
185326	chr15	36277447	36281486	Chaitali_181	2	5.44196696980375	GB.specific	#e31a1c	chr15	36277447	36281486	anchor1	+	chr15	36399848	36404254	anchor2	+
185327	chr15	36277447	36281486	Chaitali_182	1	7.32754260317124	hAstro.specific	#1f78b4	chr15	36277447	36281486	anchor1	+	chr15	37089416	37112431	anchor2	+
185330	chr15	36399848	36404254	Chaitali_183	1	4.25034569324356	GB.specific	#e31a1c	chr15	36399848	36404254	anchor1	+	chr15	36879235	36890198	anchor2	+
185333	chr15	36399848	36404254	Chaitali_184	6	20	GB.specific	#e31a1c	chr15	36399848	36404254	anchor1	+	chr15	37089416	37112431	anchor2	+
185339	chr15	36496465	36501006	Chaitali_185	4	20	GB.specific	#e31a1c	chr15	36496465	36501006	anchor1	+	chr15	37089416	37112431	anchor2	+
185340	chr15	36501758	36504379	Chaitali_186	3	6.34016863134569	GB.specific	#e31a1c	chr15	36501758	36504379	anchor1	+	chr15	36879235	36890198	anchor2	+
185341	chr15	36501758	36504379	Chaitali_187	8	20	GB.specific	#e31a1c	chr15	36501758	36504379	anchor1	+	chr15	37089416	37112431	anchor2	+
185342	chr15	36526365	36528962	Chaitali_188	1	8.69822158316282	GB.specific	#e31a1c	chr15	36526365	36528962	anchor1	+	chr15	36879235	36890198	anchor2	+
185344	chr15	36577527	36584123	Chaitali_189	5	3.70478682112548	GB.specific	#e31a1c	chr15	36577527	36584123	anchor1	+	chr15	36597181	36600995	anchor2	+
185345	chr15	36577527	36584123	Chaitali_190	4	6.99184688298619	GB.specific	#e31a1c	chr15	36577527	36584123	anchor1	+	chr15	36753860	36763718	anchor2	+
185346	chr15	36577527	36584123	Chaitali_191	3	20	GB.specific	#e31a1c	chr15	36577527	36584123	anchor1	+	chr15	36879235	36890198	anchor2	+
185348	chr15	36577527	36584123	Chaitali_192	7	20	common	#a0a0a0	chr15	36577527	36584123	anchor1	+	chr15	37089416	37112431	anchor2	+
185349	chr15	36577527	36584123	Chaitali_193	2	7.87104610225091	GB.specific	#e31a1c	chr15	36577527	36584123	anchor1	+	chr15	37899217	37902340	anchor2	+
185350	chr15	36597181	36600995	Chaitali_194	2	12.0705916072632	GB.specific	#e31a1c	chr15	36597181	36600995	anchor1	+	chr15	37089416	37112431	anchor2	+
185351	chr15	36597181	36600995	Chaitali_195	2	8.15312369734018	GB.specific	#e31a1c	chr15	36597181	36600995	anchor1	+	chr15	38249980	38267783	anchor2	+
185352	chr15	36635652	36637134	Chaitali_196	2	3.61246377407737	GB.specific	#e31a1c	chr15	36635652	36637134	anchor1	+	chr15	36879235	36890198	anchor2	+
185353	chr15	36676271	36679516	Chaitali_197	3	6.48165546902297	GB.specific	#e31a1c	chr15	36676271	36679516	anchor1	+	chr15	37089416	37112431	anchor2	+
185354	chr15	36753860	36763718	Chaitali_198	6	9.22492084830793	GB.specific	#e31a1c	chr15	36753860	36763718	anchor1	+	chr15	36879235	36890198	anchor2	+
185355	chr15	36753860	36763718	Chaitali_199	19	20	GB.specific	#e31a1c	chr15	36753860	36763718	anchor1	+	chr15	37089416	37112431	anchor2	+
185356	chr15	36782465	36787092	Chaitali_200	2	8.43443241342435	GB.specific	#e31a1c	chr15	36782465	36787092	anchor1	+	chr15	37089416	37112431	anchor2	+
185357	chr15	36879235	36890198	Chaitali_201	2	20	GB.specific	#e31a1c	chr15	36879235	36890198	anchor1	+	chr15	37013964	37017397	anchor2	+
185359	chr15	36879235	36890198	Chaitali_202	7	20	GB.specific	#e31a1c	chr15	36879235	36890198	anchor1	+	chr15	37055145	37059294	anchor2	+
185360	chr15	36879235	36890198	Chaitali_203	49	20	common	#a0a0a0	chr15	36879235	36890198	anchor1	+	chr15	37089416	37112431	anchor2	+
185362	chr15	36879235	36890198	Chaitali_204	1	7.92657444424384	GB.specific	#e31a1c	chr15	36879235	36890198	anchor1	+	chr15	38249980	38267783	anchor2	+
185366	chr15	36951214	36953780	Chaitali_205	2	2.62890820119757	GB.specific	#e31a1c	chr15	36951214	36953780	anchor1	+	chr15	37085625	37088345	anchor2	+
185367	chr15	36951214	36953780	Chaitali_206	14	20	GB.specific	#e31a1c	chr15	36951214	36953780	anchor1	+	chr15	37089416	37112431	anchor2	+
185369	chr15	37013964	37017397	Chaitali_207	14	20	GB.specific	#e31a1c	chr15	37013964	37017397	anchor1	+	chr15	37089416	37112431	anchor2	+
185371	chr15	37055145	37059294	Chaitali_208	28	20	GB.specific	#e31a1c	chr15	37055145	37059294	anchor1	+	chr15	37089416	37112431	anchor2	+
185372	chr15	37076754	37081792	Chaitali_209	33	11.9094264067852	GB.specific	#e31a1c	chr15	37076754	37081792	anchor1	+	chr15	37089416	37112431	anchor2	+
185373	chr15	37085625	37088345	Chaitali_210	23	5.40798245844093	GB.specific	#e31a1c	chr15	37085625	37088345	anchor1	+	chr15	37089416	37112431	anchor2	+
185377	chr15	37089416	37112431	Chaitali_211	1	20	GB.specific	#e31a1c	chr15	37089416	37112431	anchor1	+	chr15	38249980	38267783	anchor2	+
185380	chr15	37315317	37322432	Chaitali_212	1	2.61212004977252	hAstro.specific	#1f78b4	chr15	37315317	37322432	anchor1	+	chr15	37451384	37454041	anchor2	+
185384	chr15	38067304	38075667	Chaitali_213	12	20	GB.specific	#e31a1c	chr15	38067304	38075667	anchor1	+	chr15	38127977	38132992	anchor2	+
185385	chr15	38067304	38075667	Chaitali_214	34	20	GB.specific	#e31a1c	chr15	38067304	38075667	anchor1	+	chr15	38249980	38267783	anchor2	+
185389	chr15	38067304	38075667	Chaitali_215	1	8.00933533062982	GB.specific	#e31a1c	chr15	38067304	38075667	anchor1	+	chr15	39577869	39586698	anchor2	+
185390	chr15	38067304	38075667	Chaitali_216	1	11.3231171732722	GB.specific	#e31a1c	chr15	38067304	38075667	anchor1	+	chr15	39781099	39787479	anchor2	+
185391	chr15	38067304	38075667	Chaitali_217	1	8.29115994841074	GB.specific	#e31a1c	chr15	38067304	38075667	anchor1	+	chr15	39917439	39922386	anchor2	+
185392	chr15	38119301	38122079	Chaitali_218	1	2.68208855811823	hAstro.specific	#1f78b4	chr15	38119301	38122079	anchor1	+	chr15	38249980	38267783	anchor2	+
185393	chr15	38127977	38132992	Chaitali_219	20	20	common	#a0a0a0	chr15	38127977	38132992	anchor1	+	chr15	38249980	38267783	anchor2	+
185394	chr15	38127977	38132992	Chaitali_220	1	11.027940909493	hAstro.specific	#1f78b4	chr15	38127977	38132992	anchor1	+	chr15	38452784	38456305	anchor2	+
185396	chr15	38127977	38132992	Chaitali_221	1	8.16634657933654	GB.specific	#e31a1c	chr15	38127977	38132992	anchor1	+	chr15	39781099	39787479	anchor2	+
185398	chr15	38140368	38146978	Chaitali_222	7	20	common	#a0a0a0	chr15	38140368	38146978	anchor1	+	chr15	38249980	38267783	anchor2	+
185400	chr15	38249980	38267783	Chaitali_223	3	20	common	#a0a0a0	chr15	38249980	38267783	anchor1	+	chr15	38452784	38456305	anchor2	+
185401	chr15	38249980	38267783	Chaitali_224	2	20	GB.specific	#e31a1c	chr15	38249980	38267783	anchor1	+	chr15	38562797	38566471	anchor2	+
185404	chr15	38249980	38267783	Chaitali_225	2	10.8943026848978	GB.specific	#e31a1c	chr15	38249980	38267783	anchor1	+	chr15	39577869	39586698	anchor2	+
185405	chr15	38249980	38267783	Chaitali_226	1	8.05634690447396	GB.specific	#e31a1c	chr15	38249980	38267783	anchor1	+	chr15	39776047	39779647	anchor2	+
185409	chr15	38249980	38267783	Chaitali_227	1	8.29602290960086	GB.specific	#e31a1c	chr15	38249980	38267783	anchor1	+	chr15	40101998	40110762	anchor2	+
185410	chr15	38452784	38456305	Chaitali_228	5	20	common	#a0a0a0	chr15	38452784	38456305	anchor1	+	chr15	38562797	38566471	anchor2	+
185411	chr15	38452784	38456305	Chaitali_229	2	12.2161838115937	GB.specific	#e31a1c	chr15	38452784	38456305	anchor1	+	chr15	38667436	38670225	anchor2	+
185412	chr15	38452784	38456305	Chaitali_230	2	3.63032224760875	GB.specific	#e31a1c	chr15	38452784	38456305	anchor1	+	chr15	38705091	38706943	anchor2	+
185414	chr15	38452784	38456305	Chaitali_231	1	7.70010539854111	GB.specific	#e31a1c	chr15	38452784	38456305	anchor1	+	chr15	39577869	39586698	anchor2	+
185418	chr15	38452784	38456305	Chaitali_232	1	5.30934065963394	hAstro.specific	#1f78b4	chr15	38452784	38456305	anchor1	+	chr15	40355218	40360561	anchor2	+
185419	chr15	38452784	38456305	Chaitali_233	1	11.5509288449812	GB.specific	#e31a1c	chr15	38452784	38456305	anchor1	+	chr15	40381225	40385737	anchor2	+
185420	chr15	38562797	38566471	Chaitali_234	2	20	GB.specific	#e31a1c	chr15	38562797	38566471	anchor1	+	chr15	38667436	38670225	anchor2	+
185422	chr15	38562797	38566471	Chaitali_235	1	5.2524326307637	GB.specific	#e31a1c	chr15	38562797	38566471	anchor1	+	chr15	40355218	40360561	anchor2	+
185423	chr15	38705091	38706943	Chaitali_236	4	10.2703247441903	GB.specific	#e31a1c	chr15	38705091	38706943	anchor1	+	chr15	39577869	39586698	anchor2	+
185424	chr15	38705091	38706943	Chaitali_237	2	5.03366709361794	GB.specific	#e31a1c	chr15	38705091	38706943	anchor1	+	chr15	40043858	40046372	anchor2	+
185445	chr15	39209043	39215762	Chaitali_238	6	20	common	#a0a0a0	chr15	39209043	39215762	anchor1	+	chr15	39577869	39586698	anchor2	+
185446	chr15	39209043	39215762	Chaitali_239	2	4.38739447003315	GB.specific	#e31a1c	chr15	39209043	39215762	anchor1	+	chr15	39781099	39787479	anchor2	+
185449	chr15	39269088	39272387	Chaitali_240	4	20	GB.specific	#e31a1c	chr15	39269088	39272387	anchor1	+	chr15	39577869	39586698	anchor2	+
185450	chr15	39269088	39272387	Chaitali_241	1	4.28001487326235	GB.specific	#e31a1c	chr15	39269088	39272387	anchor1	+	chr15	39781099	39787479	anchor2	+
185451	chr15	39303105	39306227	Chaitali_242	2	8.16517095042237	GB.specific	#e31a1c	chr15	39303105	39306227	anchor1	+	chr15	39577869	39586698	anchor2	+
185455	chr15	39577869	39586698	Chaitali_243	2	7.6108559122848	GB.specific	#e31a1c	chr15	39577869	39586698	anchor1	+	chr15	39690088	39694421	anchor2	+
185457	chr15	39577869	39586698	Chaitali_244	1	20	GB.specific	#e31a1c	chr15	39577869	39586698	anchor1	+	chr15	39776047	39779647	anchor2	+
185458	chr15	39577869	39586698	Chaitali_245	6	20	GB.specific	#e31a1c	chr15	39577869	39586698	anchor1	+	chr15	39781099	39787479	anchor2	+
185459	chr15	39577869	39586698	Chaitali_246	3	20	common	#a0a0a0	chr15	39577869	39586698	anchor1	+	chr15	39917439	39922386	anchor2	+
185460	chr15	39577869	39586698	Chaitali_247	3	20	common	#a0a0a0	chr15	39577869	39586698	anchor1	+	chr15	39932065	39938227	anchor2	+
185461	chr15	39577869	39586698	Chaitali_248	1	20	GB.specific	#e31a1c	chr15	39577869	39586698	anchor1	+	chr15	39974806	39978369	anchor2	+
185464	chr15	39577869	39586698	Chaitali_249	1	20	GB.specific	#e31a1c	chr15	39577869	39586698	anchor1	+	chr15	40035071	40041258	anchor2	+
185465	chr15	39577869	39586698	Chaitali_250	1	14.8542944607864	GB.specific	#e31a1c	chr15	39577869	39586698	anchor1	+	chr15	40101998	40110762	anchor2	+
185473	chr15	39690088	39694421	Chaitali_251	2	4.20616059146676	GB.specific	#e31a1c	chr15	39690088	39694421	anchor1	+	chr15	40159968	40165159	anchor2	+
185480	chr15	39776047	39779647	Chaitali_252	11	20	GB.specific	#e31a1c	chr15	39776047	39779647	anchor1	+	chr15	39781099	39787479	anchor2	+
185481	chr15	39776047	39779647	Chaitali_253	2	20	GB.specific	#e31a1c	chr15	39776047	39779647	anchor1	+	chr15	39917439	39922386	anchor2	+
185483	chr15	39776047	39779647	Chaitali_254	1	9.59667057777905	GB.specific	#e31a1c	chr15	39776047	39779647	anchor1	+	chr15	39974806	39978369	anchor2	+
185485	chr15	39776047	39779647	Chaitali_255	3	20	GB.specific	#e31a1c	chr15	39776047	39779647	anchor1	+	chr15	40035071	40041258	anchor2	+
185488	chr15	39776047	39779647	Chaitali_256	1	8.83926456365706	GB.specific	#e31a1c	chr15	39776047	39779647	anchor1	+	chr15	40159968	40165159	anchor2	+
185492	chr15	39776047	39779647	Chaitali_257	1	9.79899069308546	GB.specific	#e31a1c	chr15	39776047	39779647	anchor1	+	chr15	40434248	40446899	anchor2	+
185493	chr15	39776047	39779647	Chaitali_258	1	7.46682770431272	GB.specific	#e31a1c	chr15	39776047	39779647	anchor1	+	chr15	40692542	40698502	anchor2	+
185495	chr15	39781099	39787479	Chaitali_259	4	20	GB.specific	#e31a1c	chr15	39781099	39787479	anchor1	+	chr15	39917439	39922386	anchor2	+
185496	chr15	39781099	39787479	Chaitali_260	3	20	common	#a0a0a0	chr15	39781099	39787479	anchor1	+	chr15	39932065	39938227	anchor2	+
185497	chr15	39781099	39787479	Chaitali_261	2	2.99557793895515	hAstro.specific	#1f78b4	chr15	39781099	39787479	anchor1	+	chr15	39943225	39946638	anchor2	+
185498	chr15	39781099	39787479	Chaitali_262	4	20	GB.specific	#e31a1c	chr15	39781099	39787479	anchor1	+	chr15	39974806	39978369	anchor2	+
185501	chr15	39781099	39787479	Chaitali_263	7	20	GB.specific	#e31a1c	chr15	39781099	39787479	anchor1	+	chr15	40035071	40041258	anchor2	+
185502	chr15	39781099	39787479	Chaitali_264	2	20	GB.specific	#e31a1c	chr15	39781099	39787479	anchor1	+	chr15	40043858	40046372	anchor2	+
185504	chr15	39781099	39787479	Chaitali_265	1	3.83724879261024	GB.specific	#e31a1c	chr15	39781099	39787479	anchor1	+	chr15	40096653	40100633	anchor2	+
185505	chr15	39781099	39787479	Chaitali_266	2	20	GB.specific	#e31a1c	chr15	39781099	39787479	anchor1	+	chr15	40101998	40110762	anchor2	+
185506	chr15	39781099	39787479	Chaitali_267	1	4.0126098210572	GB.specific	#e31a1c	chr15	39781099	39787479	anchor1	+	chr15	40149340	40154953	anchor2	+
185507	chr15	39781099	39787479	Chaitali_268	2	20	GB.specific	#e31a1c	chr15	39781099	39787479	anchor1	+	chr15	40159968	40165159	anchor2	+
185509	chr15	39781099	39787479	Chaitali_269	3	20	common	#a0a0a0	chr15	39781099	39787479	anchor1	+	chr15	40278706	40300304	anchor2	+
185510	chr15	39781099	39787479	Chaitali_270	1	4.33076414932526	GB.specific	#e31a1c	chr15	39781099	39787479	anchor1	+	chr15	40321593	40329530	anchor2	+
185528	chr15	39917439	39922386	Chaitali_271	20	20	common	#a0a0a0	chr15	39917439	39922386	anchor1	+	chr15	39932065	39938227	anchor2	+
185529	chr15	39917439	39922386	Chaitali_272	6	20	common	#a0a0a0	chr15	39917439	39922386	anchor1	+	chr15	39974806	39978369	anchor2	+
185530	chr15	39917439	39922386	Chaitali_273	1	4.88962448989312	hAstro.specific	#1f78b4	chr15	39917439	39922386	anchor1	+	chr15	40010269	40016450	anchor2	+
185532	chr15	39917439	39922386	Chaitali_274	5	20	common	#a0a0a0	chr15	39917439	39922386	anchor1	+	chr15	40035071	40041258	anchor2	+
185533	chr15	39917439	39922386	Chaitali_275	1	7.3311632882078	GB.specific	#e31a1c	chr15	39917439	39922386	anchor1	+	chr15	40043858	40046372	anchor2	+
185537	chr15	39917439	39922386	Chaitali_276	1	20	GB.specific	#e31a1c	chr15	39917439	39922386	anchor1	+	chr15	40159968	40165159	anchor2	+
185539	chr15	39917439	39922386	Chaitali_277	1	20	GB.specific	#e31a1c	chr15	39917439	39922386	anchor1	+	chr15	40278706	40300304	anchor2	+
185540	chr15	39917439	39922386	Chaitali_278	1	6.4186498074977	GB.specific	#e31a1c	chr15	39917439	39922386	anchor1	+	chr15	40321593	40329530	anchor2	+
185541	chr15	39917439	39922386	Chaitali_279	1	9.00104405753773	GB.specific	#e31a1c	chr15	39917439	39922386	anchor1	+	chr15	40336299	40342592	anchor2	+
185546	chr15	39917439	39922386	Chaitali_280	1	4.51375565706598	GB.specific	#e31a1c	chr15	39917439	39922386	anchor1	+	chr15	40588888	40592006	anchor2	+
185549	chr15	39932065	39938227	Chaitali_281	3	9.26551354979183	common	#a0a0a0	chr15	39932065	39938227	anchor1	+	chr15	39974806	39978369	anchor2	+
185550	chr15	39932065	39938227	Chaitali_282	4	20	GB.specific	#e31a1c	chr15	39932065	39938227	anchor1	+	chr15	40035071	40041258	anchor2	+
185552	chr15	39932065	39938227	Chaitali_283	1	4.48091210729907	GB.specific	#e31a1c	chr15	39932065	39938227	anchor1	+	chr15	40080134	40083265	anchor2	+
185553	chr15	39932065	39938227	Chaitali_284	1	20	GB.specific	#e31a1c	chr15	39932065	39938227	anchor1	+	chr15	40101998	40110762	anchor2	+
185554	chr15	39932065	39938227	Chaitali_285	1	20	GB.specific	#e31a1c	chr15	39932065	39938227	anchor1	+	chr15	40159968	40165159	anchor2	+
185558	chr15	39932065	39938227	Chaitali_286	1	9.03659104693418	hAstro.specific	#1f78b4	chr15	39932065	39938227	anchor1	+	chr15	40381225	40385737	anchor2	+
185562	chr15	39932065	39938227	Chaitali_287	1	4.70426313761716	GB.specific	#e31a1c	chr15	39932065	39938227	anchor1	+	chr15	40805536	40810783	anchor2	+
185564	chr15	39974806	39978369	Chaitali_288	5	4.61796856012352	common	#a0a0a0	chr15	39974806	39978369	anchor1	+	chr15	40010269	40016450	anchor2	+
185565	chr15	39974806	39978369	Chaitali_289	5	20	common	#a0a0a0	chr15	39974806	39978369	anchor1	+	chr15	40035071	40041258	anchor2	+
185567	chr15	39974806	39978369	Chaitali_290	2	20	GB.specific	#e31a1c	chr15	39974806	39978369	anchor1	+	chr15	40101998	40110762	anchor2	+
185569	chr15	39974806	39978369	Chaitali_291	2	8.06247239668796	GB.specific	#e31a1c	chr15	39974806	39978369	anchor1	+	chr15	40237506	40243364	anchor2	+
185572	chr15	39974806	39978369	Chaitali_292	1	3.99414457916229	GB.specific	#e31a1c	chr15	39974806	39978369	anchor1	+	chr15	40336299	40342592	anchor2	+
185573	chr15	39974806	39978369	Chaitali_293	1	6.40584966462912	GB.specific	#e31a1c	chr15	39974806	39978369	anchor1	+	chr15	40381225	40385737	anchor2	+
185574	chr15	39974806	39978369	Chaitali_294	2	11.8674567845314	GB.specific	#e31a1c	chr15	39974806	39978369	anchor1	+	chr15	40434248	40446899	anchor2	+
185576	chr15	39974806	39978369	Chaitali_295	1	4.63932925761218	GB.specific	#e31a1c	chr15	39974806	39978369	anchor1	+	chr15	40761436	40773064	anchor2	+
185579	chr15	40010269	40016450	Chaitali_296	2	20	common	#a0a0a0	chr15	40010269	40016450	anchor1	+	chr15	40159968	40165159	anchor2	+
185588	chr15	40035071	40041258	Chaitali_297	14	20	GB.specific	#e31a1c	chr15	40035071	40041258	anchor1	+	chr15	40043858	40046372	anchor2	+
185589	chr15	40035071	40041258	Chaitali_298	4	2.99335628383739	GB.specific	#e31a1c	chr15	40035071	40041258	anchor1	+	chr15	40080134	40083265	anchor2	+
185590	chr15	40035071	40041258	Chaitali_299	16	20	common	#a0a0a0	chr15	40035071	40041258	anchor1	+	chr15	40101998	40110762	anchor2	+
185591	chr15	40035071	40041258	Chaitali_300	5	11.7513032519201	GB.specific	#e31a1c	chr15	40035071	40041258	anchor1	+	chr15	40149340	40154953	anchor2	+
185592	chr15	40035071	40041258	Chaitali_301	12	20	common	#a0a0a0	chr15	40035071	40041258	anchor1	+	chr15	40159968	40165159	anchor2	+
185593	chr15	40035071	40041258	Chaitali_302	2	20	GB.specific	#e31a1c	chr15	40035071	40041258	anchor1	+	chr15	40237506	40243364	anchor2	+
185594	chr15	40035071	40041258	Chaitali_303	4	9.84507232425209	common	#a0a0a0	chr15	40035071	40041258	anchor1	+	chr15	40251490	40254116	anchor2	+
185595	chr15	40035071	40041258	Chaitali_304	5	20	GB.specific	#e31a1c	chr15	40035071	40041258	anchor1	+	chr15	40278706	40300304	anchor2	+
185596	chr15	40035071	40041258	Chaitali_305	2	3.72893884188225	GB.specific	#e31a1c	chr15	40035071	40041258	anchor1	+	chr15	40312865	40314728	anchor2	+
185597	chr15	40035071	40041258	Chaitali_306	1	20	hAstro.specific	#1f78b4	chr15	40035071	40041258	anchor1	+	chr15	40321593	40329530	anchor2	+
185598	chr15	40035071	40041258	Chaitali_307	3	20	common	#a0a0a0	chr15	40035071	40041258	anchor1	+	chr15	40336299	40342592	anchor2	+
185599	chr15	40035071	40041258	Chaitali_308	1	8.47023691646586	hAstro.specific	#1f78b4	chr15	40035071	40041258	anchor1	+	chr15	40355218	40360561	anchor2	+
